Starting_gene_symbol	Starting_gene_FBgn	Interacting_gene_symbol	Interacting_gene_FBgn	Interaction_type	Publication_FBrf	source
su(Hw)	FBgn0003567	ph-p	FBgn0004861	suppressible	FBrf0135809	flybase
Pi3K92E	FBgn0015279	RpS26	FBgn0261597	enhanceable	FBrf0190712	flybase
eve	FBgn0000606	unc-5	FBgn0034013	enhanceable	FBrf0224474	flybase
sev	FBgn0003366	rl	FBgn0003256	suppressible	FBrf0111415	flybase
αTub84B	FBgn0003884	Tbce	FBgn0033055	suppressible	FBrf0252566	flybase
Klp10A	FBgn0030268	Diap1	FBgn0260635	suppressible	FBrf0247729	flybase
iav	FBgn0086693	RyR	FBgn0011286	suppressible	FBrf0226946	flybase
ds	FBgn0284247	dachs	FBgn0262029	suppressible	FBrf0219618	flybase
fra	FBgn0011592	comm	FBgn0010105	suppressible	FBrf0207948	flybase
corto	FBgn0010313	Trl	FBgn0013263	enhanceable	FBrf0145129	flybase
tuh1	FBgn0003893	E(tuh-1)	FBgn0005040	enhanceable	FBrf0041710	flybase
nmo	FBgn0011817	pk	FBgn0003090	enhanceable	FBrf0213849	flybase
tna	FBgn0026160	osa	FBgn0261885	enhanceable	FBrf0221393	flybase
hid	FBgn0003997	Dark	FBgn0263864	suppressible	FBrf0192581	flybase
sina	FBgn0003410	S	FBgn0003310	enhanceable	FBrf0100609	flybase
Zyx	FBgn0011642	jub	FBgn0030530	enhanceable	FBrf0213900	flybase
HnRNP-K	FBgn0267791	N	FBgn0004647	enhanceable	FBrf0128367	flybase
His2Av	FBgn0001197	dom	FBgn0020306	enhanceable	FBrf0223349	flybase
CycB	FBgn0000405	chic	FBgn0000308	suppressible	FBrf0155492	flybase
hpo	FBgn0261456	Leash	FBgn0037856	suppressible	FBrf0223213	flybase
EcR	FBgn0000546	ab	FBgn0264442	suppressible	FBrf0207765	flybase
okr	FBgn0002989	bsk	FBgn0000229	suppressible	FBrf0227621	flybase
Ire1	FBgn0261984	Xbp1	FBgn0021872	enhanceable	FBrf0243839	flybase
dlp	FBgn0041604	dally	FBgn0263930	enhanceable	FBrf0187459	flybase
brat	FBgn0010300	Wwox	FBgn0031972	suppressible	FBrf0236682	flybase
cindr	FBgn0027598	Herc4	FBgn0035207	suppressible	FBrf0237191	flybase
Syx7	FBgn0267849	aPKC	FBgn0261854	suppressible	FBrf0191263	flybase
Rdl	FBgn0004244	Fas2	FBgn0000635	enhanceable	FBrf0184096	flybase
Abd-B	FBgn0000015	Pcl	FBgn0003044	enhanceable	FBrf0038059	flybase
frtz	FBgn0086698	fy	FBgn0001084	enhanceable	FBrf0187636	flybase
N	FBgn0004647	wupA	FBgn0283471	enhanceable	FBrf0234419	flybase
smo	FBgn0003444	E(smoDN)2070	FBgn0083288	enhanceable	FBrf0188528	flybase
shg	FBgn0003391	shg::Rnor\Cd2::α-Cat	FBgn0266759	suppressible	FBrf0187821	flybase
ND-42	FBgn0019957	Vps26	FBgn0014411	suppressible	FBrf0252272	flybase
BicC	FBgn0000182	tral	FBgn0041775	enhanceable	FBrf0207679	flybase
btl	FBgn0285896	btl::tor	FBgn0014948	suppressible	FBrf0141487	flybase
daw	FBgn0031461	Actβ	FBgn0024913	enhanceable	FBrf0202883	flybase
RpL30	FBgn0086710	Dp	FBgn0011763	suppressible	FBrf0108515	flybase
gfzf	FBgn0250732	Prx2	FBgn0040309	suppressible	FBrf0242834	flybase
H	FBgn0001169	Egfr	FBgn0003731	enhanceable	FBrf0149093	flybase
bchs	FBgn0043362	Atg7	FBgn0034366	suppressible	FBrf0243292	flybase
parvin	FBgn0052528	Ilk	FBgn0028427	suppressible	FBrf0219742	flybase
parvin	FBgn0052528	Diap1	FBgn0260635	suppressible	FBrf0219742	flybase
tor	FBgn0003733	Su(tor)2-87	FBgn0014060	suppressible	FBrf0058535	flybase
mira	FBgn0021776	Su(Mir)3D1-1	FBgn0264280	suppressible	FBrf0214626	flybase
btl::Egfr	FBgn0022739	Drak	FBgn0052666	enhanceable	FBrf0241775	flybase
sev	FBgn0003366	Nrt	FBgn0004108	suppressible	FBrf0103310	flybase
Rbf	FBgn0015799	psidin	FBgn0243511	enhanceable	FBrf0246078	flybase
E(z)	FBgn0000629	Asx	FBgn0261823	suppressible	FBrf0141551	flybase
grim	FBgn0015946	lncRNA:Hsrω	FBgn0001234	enhanceable	FBrf0209343	flybase
svp	FBgn0003651	Kr	FBgn0001325	enhanceable	FBrf0183874	flybase
nmo	FBgn0011817	shg	FBgn0003391	enhanceable	FBrf0213975	flybase
rl	FBgn0003256	rpr	FBgn0011706	suppressible	FBrf0242768	flybase
rl	FBgn0003256	hid	FBgn0003997	suppressible	FBrf0242768	flybase
rl	FBgn0003256	grim	FBgn0015946	suppressible	FBrf0242768	flybase
Pc	FBgn0003042	jing	FBgn0086655	enhanceable	FBrf0194382	flybase
vtd	FBgn0260987	park	FBgn0041100	enhanceable	FBrf0234422	flybase
kibra	FBgn0262127	Mer	FBgn0086384	enhanceable	FBrf0210017	flybase
DCTN1-p150	FBgn0001108	Khc	FBgn0001308	enhanceable	FBrf0218160	flybase
path	FBgn0036007	hppy	FBgn0263395	enhanceable	FBrf0212911	flybase
mira	FBgn0021776	shot	FBgn0013733	suppressible	FBrf0214626	flybase
hh	FBgn0004644	Asx	FBgn0261823	enhanceable	FBrf0130036	flybase
Nsf2	FBgn0266464	GS5071	FBgn0086291	suppressible	FBrf0187645	flybase
spn-F	FBgn0086362	IKKε	FBgn0086657	suppressible	FBrf0223108	flybase
hyx	FBgn0037657	polo	FBgn0003124	suppressible	FBrf0254715	flybase
pnr	FBgn0003117	Cul5	FBgn0288875	enhanceable	FBrf0147055	flybase
Dsor1	FBgn0010269	rl	FBgn0003256	suppressible	FBrf0111415	flybase
H	FBgn0001169	Su(H)	FBgn0004837	suppressible	FBrf0030161	flybase
Tsc1	FBgn0026317	CycD	FBgn0010315	suppressible	FBrf0135684	flybase
Tsc1	FBgn0026317	Cdk4	FBgn0016131	suppressible	FBrf0135684	flybase
gig	FBgn0005198	CycD	FBgn0010315	suppressible	FBrf0135684	flybase
gig	FBgn0005198	Cdk4	FBgn0016131	suppressible	FBrf0135684	flybase
ro	FBgn0003267	ptc	FBgn0003892	suppressible	FBrf0131272	flybase
sxc	FBgn0261403	Oga	FBgn0038870	suppressible	FBrf0253613	flybase
Alg3	FBgn0011297	hpo	FBgn0261456	suppressible	FBrf0239133	flybase
LIMK1	FBgn0283712	frac	FBgn0035798	enhanceable	FBrf0213409	flybase
qvr	FBgn0260499	Hk	FBgn0263220	enhanceable	FBrf0130151	flybase
Ras85D	FBgn0003205	Raf	FBgn0003079	suppressible	FBrf0074056	flybase
repo	FBgn0011701	NimC4	FBgn0260011	suppressible	FBrf0225975	flybase
scrib	FBgn0263289	smi51A	FBgn0016932	enhanceable	FBrf0102310	flybase
robo1	FBgn0005631	kra	FBgn0250753	enhanceable	FBrf0201378	flybase
shot	FBgn0013733	kra	FBgn0250753	enhanceable	FBrf0201378	flybase
Gr59c	FBgn0041235	Gr22b	FBgn0045500	enhanceable	FBrf0231035	flybase
Lar	FBgn0000464	Abl	FBgn0000017	suppressible	FBrf0108074	flybase
kn	FBgn0001319	Imp	FBgn0285926	suppressible	FBrf0223719	flybase
NaPi-III	FBgn0260795	futsch	FBgn0259108	enhanceable	FBrf0237660	flybase
hep	FBgn0010303	bsk	FBgn0000229	suppressible	FBrf0228026	flybase
Pten	FBgn0026379	bsk	FBgn0000229	suppressible	FBrf0222076	flybase
Brd	FBgn0000216	Dns	FBgn0018737	enhanceable	FBrf0088401	flybase
Zir	FBgn0031216	Rac2	FBgn0014011	suppressible	FBrf0219019	flybase
hep	FBgn0010303	btl	FBgn0285896	suppressible	FBrf0192599	flybase
Ras85D	FBgn0003205	Sec6	FBgn0266671	suppressible	FBrf0226906	flybase
mTor	FBgn0021796	S6k	FBgn0283472	suppressible	FBrf0152009	flybase
Tsc1	FBgn0026317	S6k	FBgn0283472	suppressible	FBrf0152009	flybase
Su(H)	FBgn0004837	CtBP	FBgn0020496	enhanceable	FBrf0151327	flybase
aop	FBgn0000097	edl	FBgn0023214	enhanceable	FBrf0180485	flybase
Fas2	FBgn0000635	Amph	FBgn0027356	enhanceable	FBrf0167801	flybase
Itpr	FBgn0010051	rut	FBgn0003301	enhanceable	FBrf0135810	flybase
pbl	FBgn0003041	CycB3	FBgn0015625	suppressible	FBrf0199094	flybase
pbl	FBgn0003041	CycB	FBgn0000405	suppressible	FBrf0199094	flybase
Sb	FBgn0003319	LIMK1	FBgn0283712	enhanceable	FBrf0174477	flybase
sty	FBgn0014388	ed	FBgn0000547	suppressible	FBrf0134572	flybase
LIMK1	FBgn0283712	Rok	FBgn0026181	enhanceable	FBrf0180582	flybase
Smn	FBgn0036641	CG13775	FBgn0031874	suppressible	FBrf0206033	flybase
Ras85D	FBgn0003205	cln	FBgn0015922	suppressible	FBrf0127348	flybase
lz	FBgn0002576	osa	FBgn0261885	enhanceable	FBrf0138356	flybase
Pi3K92E	FBgn0015279	stg	FBgn0003525	enhanceable	FBrf0206710	flybase
btl::Egfr	FBgn0022739	stg	FBgn0003525	enhanceable	FBrf0206710	flybase
Stoml2	FBgn0034936	park	FBgn0041100	enhanceable	FBrf0236503	flybase
boi	FBgn0040388	hh	FBgn0004644	suppressible	FBrf0212398	flybase
Delta	FBgn0000463	H	FBgn0001169	enhanceable	FBrf0105854	flybase
Apc2	FBgn0026598	Egfr	FBgn0003731	suppressible	FBrf0221572	flybase
Apc	FBgn0015589	Egfr	FBgn0003731	suppressible	FBrf0221572	flybase
ttk	FBgn0003870	Usp47	FBgn0016756	enhanceable	FBrf0204221	flybase
Rab11	FBgn0015790	rho	FBgn0004635	suppressible	FBrf0212078	flybase
clu	FBgn0034087	park	FBgn0041100	enhanceable	FBrf0228603	flybase
rumi	FBgn0086253	eys	FBgn0031414	enhanceable	FBrf0226803	flybase
E(z)	FBgn0000629	osa	FBgn0261885	enhanceable	FBrf0141551	flybase
brat	FBgn0010300	dpn	FBgn0010109	suppressible	FBrf0240730	flybase
Tis11	FBgn0011837	dpn	FBgn0010109	suppressible	FBrf0240730	flybase
brm	FBgn0000212	Hex-A	FBgn0001186	suppressible	FBrf0241270	flybase
Ras85D	FBgn0003205	DJ-1α	FBgn0033885	enhanceable	FBrf0210541	flybase
scrib	FBgn0263289	bsk	FBgn0000229	suppressible	FBrf0258210	flybase
Xbp1	FBgn0021872	bsk	FBgn0000229	suppressible	FBrf0258210	flybase
mir-124	FBgn0262398	Dcr-1	FBgn0039016	suppressible	FBrf0206327	flybase
H	FBgn0001169	mew	FBgn0004456	suppressible	FBrf0190751	flybase
egr	FBgn0033483	kay	FBgn0001297	suppressible	FBrf0238208	flybase
tor	FBgn0003733	sty	FBgn0014388	suppressible	FBrf0107641	flybase
nanos	FBgn0002962	hid	FBgn0003997	suppressible	FBrf0200950	flybase
skl	FBgn0036786	hid	FBgn0003997	suppressible	FBrf0200950	flybase
ro	FBgn0003267	Delta	FBgn0000463	enhanceable	FBrf0131272	flybase
raw	FBgn0003209	mew	FBgn0004456	suppressible	FBrf0227069	flybase
raw	FBgn0003209	mys	FBgn0004657	suppressible	FBrf0227069	flybase
sws	FBgn0003656	Appl	FBgn0000108	suppressible	FBrf0217742	flybase
Sin3A	FBgn0022764	Jra	FBgn0001291	suppressible	FBrf0221983	flybase
Pink1	FBgn0029891	Pgam5	FBgn0023517	enhanceable	FBrf0212500	flybase
sns	FBgn0024189	kirre	FBgn0028369	enhanceable	FBrf0211429	flybase
b	FBgn0000153	r	FBgn0003189	suppressible	FBrf0045894	flybase
bw	FBgn0000241	Mod(Prat:bw)3-2	FBgn0067873	suppressible	FBrf0162143	flybase
kibra	FBgn0262127	ex	FBgn0004583	suppressible	FBrf0211094	flybase
egr	FBgn0033483	wg	FBgn0284084	suppressible	FBrf0228026	flybase
Ras85D	FBgn0003205	Sec8	FBgn0266672	suppressible	FBrf0226906	flybase
w	FBgn0003996	Ufo	FBgn0020612	suppressible	FBrf0104408	flybase
w	FBgn0003996	Mow	FBgn0017571	suppressible	FBrf0104408	flybase
Delta	FBgn0000463	Mnr	FBgn0052521	suppressible	FBrf0251975	flybase
Rbf	FBgn0015799	S6k	FBgn0283472	suppressible	FBrf0211700	flybase
gig	FBgn0005198	S6k	FBgn0283472	suppressible	FBrf0211700	flybase
Acsl	FBgn0263120	wit	FBgn0024179	suppressible	FBrf0224180	flybase
peb	FBgn0003053	ush	FBgn0003963	enhanceable	FBrf0090577	flybase
Hsc70-5	FBgn0001220	Snap25	FBgn0011288	enhanceable	FBrf0251563	flybase
Surf1	FBgn0029117	sima	FBgn0266411	suppressible	FBrf0230088	flybase
tsl	FBgn0003867	tor	FBgn0003733	suppressible	FBrf0100772	flybase
f	FBgn0262111	sn	FBgn0003447	enhanceable	FBrf0167860	flybase
Poxn	FBgn0003130	CycE	FBgn0010382	suppressible	FBrf0138373	flybase
RIOK1	FBgn0036187	p53	FBgn0039044	suppressible	FBrf0226756	flybase
kermit	FBgn0010504	Gαo	FBgn0001122	enhanceable	FBrf0223257	flybase
Jra	FBgn0001291	kay	FBgn0001297	enhanceable	FBrf0207092	flybase
al	FBgn0000061	Gug	FBgn0010825	enhanceable	FBrf0193648	flybase
ZnT86D	FBgn0037875	Zip99C	FBgn0039714	enhanceable	FBrf0227521	flybase
path	FBgn0036007	gig	FBgn0005198	suppressible	FBrf0187461	flybase
path	FBgn0036007	Tsc1	FBgn0026317	suppressible	FBrf0187461	flybase
AP-2α	FBgn0264855	Nrg	FBgn0264975	suppressible	FBrf0240010	flybase
Srrm1	FBgn0036340	Dronc	FBgn0026404	suppressible	FBrf0226730	flybase
Hsp27	FBgn0001226	Atg7	FBgn0034366	suppressible	FBrf0219012	flybase
mib1	FBgn0263601	α4GT1	FBgn0031491	suppressible	FBrf0210025	flybase
pnr	FBgn0003117	Doc2	FBgn0035956	enhanceable	FBrf0190316	flybase
dsh	FBgn0000499	peg	FBgn0046763	enhanceable	FBrf0190145	flybase
Ras85D	FBgn0003205	ed	FBgn0000547	enhanceable	FBrf0134572	flybase
Klp10A	FBgn0030268	wts	FBgn0011739	suppressible	FBrf0247729	flybase
Gug	FBgn0010825	mTor	FBgn0021796	enhanceable	FBrf0212035	flybase
ninaE	FBgn0002940	sordd2	FBgn0052581	suppressible	FBrf0247257	flybase
Ras85D	FBgn0003205	Egfrap	FBgn0053993	enhanceable	FBrf0250898	flybase
Atg8a	FBgn0052672	Rab7	FBgn0015795	suppressible	FBrf0211516	flybase
Acn	FBgn0263198	PpV	FBgn0003139	suppressible	FBrf0252465	flybase
N	FBgn0004647	Acn	FBgn0263198	enhanceable	FBrf0211007	flybase
Hsc70-4	FBgn0266599	Rme-8	FBgn0015477	enhanceable	FBrf0174799	flybase
w	FBgn0003996	Pcf11	FBgn0264962	suppressible	FBrf0104408	flybase
w	FBgn0003996	Mow	FBgn0017571	suppressible	FBrf0104408	flybase
w	FBgn0003996	Low	FBgn0011646	suppressible	FBrf0104408	flybase
ZnT86D	FBgn0037875	Zip48C	FBgn0033665	suppressible	FBrf0227521	flybase
Pvr	FBgn0032006	tou	FBgn0033636	suppressible	FBrf0187664	flybase
y	FBgn0004034	sn	FBgn0003447	suppressible	FBrf0109352	flybase
ph-p	FBgn0004861	sn	FBgn0003447	suppressible	FBrf0109352	flybase
CtBP	FBgn0020496	sav	FBgn0053193	enhanceable	FBrf0245637	flybase
jus	FBgn0039647	cpo	FBgn0263995	enhanceable	FBrf0155803	flybase
nbs	FBgn0261530	mei-41	FBgn0004367	enhanceable	FBrf0194855	flybase
Ank2	FBgn0261788	DAAM	FBgn0025641	enhanceable	FBrf0238411	flybase
vvl	FBgn0086680	Lim3	FBgn0002023	enhanceable	FBrf0180170	flybase
tup	FBgn0003896	Lim3	FBgn0002023	enhanceable	FBrf0180170	flybase
tai	FBgn0041092	sd	FBgn0003345	suppressible	FBrf0229945	flybase
yki	FBgn0034970	sd	FBgn0003345	suppressible	FBrf0229945	flybase
Rabex-5	FBgn0262937	Stat92E	FBgn0016917	suppressible	FBrf0223432	flybase
cindr	FBgn0027598	park	FBgn0041100	suppressible	FBrf0237191	flybase
msl-2	FBgn0005616	msl-1	FBgn0005617	enhanceable	FBrf0160666	flybase
Pten	FBgn0026379	Pi3K92E	FBgn0015279	enhanceable	FBrf0111917	flybase
Pink1	FBgn0029891	Nox	FBgn0085428	suppressible	FBrf0258485	flybase
sicily	FBgn0030352	out	FBgn0259834	suppressible	FBrf0237138	flybase
iPLA2-VIA	FBgn0036053	CG3740	FBgn0023530	suppressible	FBrf0243747	flybase
Pu	FBgn0003162	btl	FBgn0285896	suppressible	FBrf0200509	flybase
dlg1	FBgn0001624	Pvr	FBgn0032006	enhanceable	FBrf0224358	flybase
Pc	FBgn0003042	skd	FBgn0003415	suppressible	FBrf0066905	flybase
rpr	FBgn0011706	Diap1	FBgn0260635	enhanceable	FBrf0125418	flybase
park	FBgn0041100	Uch	FBgn0010288	suppressible	FBrf0249425	flybase
y	FBgn0004034	su(Hw)	FBgn0003567	suppressible	FBrf0147065	flybase
DnaJ-1	FBgn0263106	Hsp83	FBgn0001233	suppressible	FBrf0222892	flybase
Pdk1	FBgn0020386	PRAS40	FBgn0267824	suppressible	FBrf0217295	flybase
Marf	FBgn0029870	Fatp1	FBgn0267828	suppressible	FBrf0237138	flybase
nej	FBgn0261617	CrebA	FBgn0004396	suppressible	FBrf0190701	flybase
up	FBgn0004169	Tm2	FBgn0004117	suppressible	FBrf0137030	flybase
yki	FBgn0034970	hpo	FBgn0261456	suppressible	FBrf0207827	flybase
mars	FBgn0033845	Tlk	FBgn0283657	suppressible	FBrf0208159	flybase
sina	FBgn0003410	gl	FBgn0004618	enhanceable	FBrf0077257	flybase
Egfr	FBgn0003731	ash2	FBgn0000139	suppressible	FBrf0180156	flybase
shg	FBgn0003391	Fas3	FBgn0000636	suppressible	FBrf0123026	flybase
shot	FBgn0013733	kra	FBgn0250753	enhanceable	FBrf0201378	flybase
RhoGAP19D	FBgn0031118	l(2)gl	FBgn0002121	enhanceable	FBrf0248225	flybase
N	FBgn0004647	EP595a	FBgn0043587	enhanceable	FBrf0128367	flybase
sog	FBgn0003463	kek5	FBgn0031016	enhanceable	FBrf0207272	flybase
mim	FBgn0053558	cindr	FBgn0027598	suppressible	FBrf0210570	flybase
H	FBgn0001169	Bar	FBgn0000154	enhanceable	FBrf0190751	flybase
csw	FBgn0000382	rl	FBgn0003256	suppressible	FBrf0129810	flybase
lz	FBgn0002576	Bro::Hsap\MYH11	FBgn0027845	enhanceable	FBrf0110190	flybase
Ras85D	FBgn0003205	rl	FBgn0003256	suppressible	FBrf0214698	flybase
scrib	FBgn0263289	Hsc70-3	FBgn0001218	enhanceable	FBrf0258210	flybase
S	FBgn0003310	chic	FBgn0000308	enhanceable	FBrf0167499	flybase
ptc	FBgn0003892	fu	FBgn0001079	enhanceable	FBrf0105900	flybase
SA2	FBgn0043865	mod(mdg4)	FBgn0002781	suppressible	FBrf0242467	flybase
Ccdc56	FBgn0261353	mtTFB1	FBgn0261381	suppressible	FBrf0218928	flybase
bw	FBgn0000241	CG8036	FBgn0037607	enhanceable	FBrf0211786	flybase
robo1	FBgn0005631	robo2	FBgn0002543	enhanceable	FBrf0132432	flybase
Aplip1	FBgn0040281	Dhc64C	FBgn0261797	suppressible	FBrf0190020	flybase
osk	FBgn0003015	Lasp	FBgn0063485	suppressible	FBrf0206294	flybase
Bar	FBgn0000154	br	FBgn0283451	suppressible	FBrf0131261	flybase
dup	FBgn0000996	Myc	FBgn0262656	suppressible	FBrf0217041	flybase
Rabex-5	FBgn0262937	Ras85D	FBgn0003205	suppressible	FBrf0211477	flybase
N	FBgn0004647	cpb	FBgn0011570	enhanceable	FBrf0213493	flybase
Pph13	FBgn0023489	oc	FBgn0004102	enhanceable	FBrf0211519	flybase
Phb2	FBgn0010551	E2f1	FBgn0011766	suppressible	FBrf0252589	flybase
ftz-f1	FBgn0001078	ftz	FBgn0001077	suppressible	FBrf0167842	flybase
TAF1B	FBgn0037792	NO66	FBgn0266570	enhanceable	FBrf0236101	flybase
w	FBgn0003996	Su(w<up>a4</up>)	FBgn0010094	suppressible	FBrf0056279	flybase
Ubx	FBgn0003944	tara	FBgn0040071	enhanceable	FBrf0235922	flybase
E2f1	FBgn0011766	esc	FBgn0000588	suppressible	FBrf0220353	flybase
sev	FBgn0003366	dos	FBgn0016794	suppressible	FBrf0151405	flybase
N	FBgn0004647	sng	FBgn0019653	suppressible	FBrf0090844	flybase
H	FBgn0001169	numb	FBgn0002973	suppressible	FBrf0128585	flybase
Dref	FBgn0015664	lace	FBgn0002524	suppressible	FBrf0207590	flybase
Mitofilin	FBgn0019960	Adck1	FBgn0035039	enhanceable	FBrf0242622	flybase
Snr1	FBgn0011715	net	FBgn0002931	enhanceable	FBrf0174517	flybase
N	FBgn0004647	dx	FBgn0000524	suppressible	FBrf0191215	flybase
Csk	FBgn0262081	puc	FBgn0243512	suppressible	FBrf0190225	flybase
tor	FBgn0003733	Shc	FBgn0015296	suppressible	FBrf0128139	flybase
vn	FBgn0003984	ap	FBgn0267978	suppressible	FBrf0144828	flybase
bw	FBgn0000241	Hpr1	FBgn0037382	suppressible	FBrf0211786	flybase
geminin	FBgn0033081	dup	FBgn0000996	enhanceable	FBrf0139670	flybase
Dis3	FBgn0039183	grk	FBgn0001137	suppressible	FBrf0232581	flybase
Raf	FBgn0003079	mts	FBgn0004177	suppressible	FBrf0087493	flybase
Gαs	FBgn0001123	dnc	FBgn0000479	suppressible	FBrf0212523	flybase
ed	FBgn0000547	aos	FBgn0004569	enhanceable	FBrf0160869	flybase
Dcp-1	FBgn0010501	Dronc	FBgn0026404	enhanceable	FBrf0212368	flybase
Ced-12	FBgn0032409	Eato	FBgn0028539	enhanceable	FBrf0238246	flybase
Fak	FBgn0020440	Nf1	FBgn0015269	suppressible	FBrf0220000	flybase
aop	FBgn0000097	Gug	FBgn0010825	enhanceable	FBrf0190100	flybase
Akt	FBgn0010379	Sesn	FBgn0034897	suppressible	FBrf0210161	flybase
H	FBgn0001169	HDAC1	FBgn0015805	suppressible	FBrf0190751	flybase
fz	FBgn0001085	arm	FBgn0000117	suppressible	FBrf0111835	flybase
fz2	FBgn0016797	arm	FBgn0000117	suppressible	FBrf0111835	flybase
esg	FBgn0287768	ase	FBgn0000137	suppressible	FBrf0235373	flybase
crb	FBgn0259685	Xpd	FBgn0261850	suppressible	FBrf0228544	flybase
rho	FBgn0004635	Fas2	FBgn0000635	enhanceable	FBrf0206540	flybase
mbl	FBgn0265487	amos	FBgn0003270	enhanceable	FBrf0210274	flybase
vn	FBgn0003984	Sulf1	FBgn0040271	suppressible	FBrf0219175	flybase
Mitf	FBgn0263112	Vha55	FBgn0005671	suppressible	FBrf0229222	flybase
l(1)sc	FBgn0002561	E(spl)m8-HLH	FBgn0000591	suppressible	FBrf0093462	flybase
Ras85D	FBgn0003205	p53	FBgn0039044	enhanceable	FBrf0234055	flybase
Ras85D	FBgn0003205	Apc	FBgn0015589	enhanceable	FBrf0234055	flybase
Ras85D	FBgn0003205	Med	FBgn0288966	enhanceable	FBrf0234055	flybase
tmod	FBgn0082582	DAAM	FBgn0025641	suppressible	FBrf0224269	flybase
E2f1	FBgn0011766	pho	FBgn0002521	suppressible	FBrf0220353	flybase
Inx2	FBgn0027108	shg	FBgn0003391	suppressible	FBrf0216750	flybase
arr	FBgn0000119	dsh	FBgn0000499	suppressible	FBrf0210630	flybase
peb	FBgn0003053	aop	FBgn0000097	suppressible	FBrf0180294	flybase
tkv	FBgn0003716	Raf	FBgn0003079	suppressible	FBrf0092741	flybase
Ctr1A	FBgn0062413	Grx1	FBgn0036820	enhanceable	FBrf0233027	flybase
Or47b	FBgn0026385	Or88a	FBgn0038203	suppressible	FBrf0232120	flybase
lqf	FBgn0028582	Delta	FBgn0000463	enhanceable	FBrf0180177	flybase
lncRNA:let7C	FBgn0263049	chinmo	FBgn0086758	suppressible	FBrf0233147	flybase
Pi3K92E	FBgn0015279	eIF4E1	FBgn0015218	suppressible	FBrf0206710	flybase
btl::Egfr	FBgn0022739	eIF4E1	FBgn0015218	suppressible	FBrf0206710	flybase
Gprk2	FBgn0261988	Pka-C1	FBgn0000273	enhanceable	FBrf0216860	flybase
Ras85D	FBgn0003205	gbb	FBgn0024234	suppressible	FBrf0258292	flybase
dlg1	FBgn0001624	gbb	FBgn0024234	suppressible	FBrf0258292	flybase
btl	FBgn0285896	Amun	FBgn0030328	enhanceable	FBrf0187664	flybase
stumps	FBgn0020299	Amun	FBgn0030328	enhanceable	FBrf0187664	flybase
y	FBgn0004034	su(Hw)	FBgn0003567	suppressible	FBrf0083144	flybase
Mer	FBgn0086384	ex	FBgn0004583	enhanceable	FBrf0125175	flybase
TBPH	FBgn0025790	Hrb27C	FBgn0004838	suppressible	FBrf0236460	flybase
caz	FBgn0285954	Xrp1	FBgn0261113	suppressible	FBrf0240582	flybase
Mkk4	FBgn0024326	hep	FBgn0010303	suppressible	FBrf0209975	flybase
Ctr1B	FBgn0062412	Ctr1A	FBgn0062413	enhanceable	FBrf0210589	flybase
Rassf	FBgn0039055	hop	FBgn0004864	suppressible	FBrf0254155	flybase
sli	FBgn0264089	robo1	FBgn0005631	enhanceable	FBrf0108520	flybase
crol	FBgn0020309	stg	FBgn0003525	suppressible	FBrf0207008	flybase
N	FBgn0004647	GPHR	FBgn0033995	suppressible	FBrf0202064	flybase
N	FBgn0004647	hrg	FBgn0015949	enhanceable	FBrf0091127	flybase
p53	FBgn0039044	mei-W68	FBgn0002716	suppressible	FBrf0252411	flybase
Myc	FBgn0262656	Snr1	FBgn0011715	suppressible	FBrf0193047	flybase
scrib	FBgn0263289	Akt	FBgn0010379	suppressible	FBrf0236136	flybase
cno	FBgn0259212	Akt	FBgn0010379	suppressible	FBrf0236136	flybase
Pi3K92E	FBgn0015279	RpS3A	FBgn0017545	enhanceable	FBrf0190712	flybase
polo	FBgn0003124	mts	FBgn0004177	enhanceable	FBrf0214749	flybase
gwl	FBgn0260399	mts	FBgn0004177	enhanceable	FBrf0214749	flybase
flw	FBgn0000711	Tm1	FBgn0003721	suppressible	FBrf0180501	flybase
net	FBgn0002931	Snr1	FBgn0011715	enhanceable	FBrf0174517	flybase
sc	FBgn0004170	Sxl	FBgn0264270	suppressible	FBrf0051358	flybase
E(spl)m8-HLH	FBgn0000591	CkIIα	FBgn0264492	suppressible	FBrf0208367	flybase
Pi3K59F	FBgn0015277	Rab7	FBgn0015795	enhanceable	FBrf0237370	flybase
Arf6	FBgn0013750	wg	FBgn0284084	enhanceable	FBrf0252002	flybase
Fmr1	FBgn0028734	dco	FBgn0002413	suppressible	FBrf0208636	flybase
chb	FBgn0021760	wnd	FBgn0036896	enhanceable	FBrf0211499	flybase
ND-75	FBgn0017566	Sod2	FBgn0010213	suppressible	FBrf0217071	flybase
eas	FBgn0000536	ACC	FBgn0033246	suppressible	FBrf0212844	flybase
flw	FBgn0000711	sqh	FBgn0003514	enhanceable	FBrf0180501	flybase
yki	FBgn0034970	Prp4k	FBgn0027587	suppressible	FBrf0240957	flybase
Zasp52	FBgn0265991	Actn	FBgn0000667	suppressible	FBrf0244303	flybase
SkpA	FBgn0025637	rpr	FBgn0011706	suppressible	FBrf0223248	flybase
faf	FBgn0005632	shi	FBgn0003392	enhanceable	FBrf0127031	flybase
N	FBgn0004647	spen	FBgn0016977	suppressible	FBrf0202064	flybase
Rab5	FBgn0014010	Nrg	FBgn0264975	suppressible	FBrf0226051	flybase
tws	FBgn0004889	aPKC	FBgn0261854	suppressible	FBrf0207940	flybase
