Starting_gene_symbol	Starting_gene_FBgn	Interacting_gene_symbol	Interacting_gene_FBgn	Interaction_type	Publication_FBrf
Ras85D	FBgn0003205	p53	FBgn0039044	suppressible	FBrf0234055
Marcal1	FBgn0031655	E(Pc)	FBgn0000581	suppressible	FBrf0234417
ttk	FBgn0003870	lz	FBgn0002576	suppressible	FBrf0209609
obk	FBgn0024208	ex	FBgn0004583	suppressible	FBrf0178980
dpp	FBgn0000490	Mad	FBgn0011648	enhanceable	FBrf0080380
dbo	FBgn0040230	Pak	FBgn0267698	suppressible	FBrf0233779
DCTN1-p150	FBgn0001108	SG13	FBgn0262062	suppressible	FBrf0209456
csw::Src64B	FBgn0016791	mask	FBgn0043884	suppressible	FBrf0141508
smo	FBgn0003444	Hrs	FBgn0031450	enhanceable	FBrf0223342
kibra	FBgn0262127	Diap1	FBgn0260635	suppressible	FBrf0211373
sens	FBgn0002573	esc	FBgn0000588	suppressible	FBrf0213580
Pi3K92E	FBgn0015279	btl::Egfr	FBgn0022739	suppressible	FBrf0208764
z	FBgn0004050	Su(z)4	FBgn0003646	suppressible	FBrf0026500
Dp|E2f1	FBgn0011763|FBgn0011766	E(E2f)2B	FBgn0028747	enhanceable	FBrf0111491
CycB	FBgn0000405	qua	FBgn0003187	suppressible	FBrf0155492
shg	FBgn0003391	α-Cat::shg	FBgn0266997	suppressible	FBrf0187821
sls	FBgn0086906	cher	FBgn0014141	enhanceable	FBrf0236159
Vinc	FBgn0004397	rhea	FBgn0260442	suppressible	FBrf0234127
Ras85D	FBgn0003205	Src42A	FBgn0264959	enhanceable	FBrf0131405
Ras85D	FBgn0003205	aos	FBgn0004569	enhanceable	FBrf0167656
Myc	FBgn0262656	pont	FBgn0040078	enhanceable	FBrf0188250
kek1	FBgn0015399	Egfr	FBgn0003731	suppressible	FBrf0178972
ninaE	FBgn0002940	Adgf-D	FBgn0038172	suppressible	FBrf0231075
aos	FBgn0004569	E-3c4	FBgn0084254	enhanceable	FBrf0190712
Dys	FBgn0260003	Sema2a	FBgn0011260	suppressible	FBrf0205440
htl	FBgn0010389	Ntan1	FBgn0034371	enhanceable	FBrf0239793
Ret	FBgn0011829	l(3)S081003	FBgn0028091	enhanceable	FBrf0190765
nanos	FBgn0002962	bgcn	FBgn0004581	suppressible	FBrf0208161
eIF4E1	FBgn0015218	pum	FBgn0003165	suppressible	FBrf0180581
IP3K2	FBgn0283680	Itpr	FBgn0010051	suppressible	FBrf0230852
vg	FBgn0003975	2335	FBgn0084237	enhanceable	FBrf0187637
ago	FBgn0041171	bnl	FBgn0014135	suppressible	FBrf0221195
br	FBgn0283451	E(br)65	FBgn0069444	enhanceable	FBrf0167639
upd1	FBgn0004956	dpp	FBgn0000490	suppressible	FBrf0167623
WASp	FBgn0024273	nwk	FBgn0263456	enhanceable	FBrf0214154
ft	FBgn0001075	Mer	FBgn0086384	enhanceable	FBrf0193209
Axud1	FBgn0261647	puc	FBgn0243512	enhanceable	FBrf0207344
Ciao1	FBgn0033972	galla-1	FBgn0034543	suppressible	FBrf0245667
srp	FBgn0003507	Su(var)3-3	FBgn0260397	enhanceable	FBrf0244925
ZnT86D	FBgn0037875	ZnT41F	FBgn0025693	enhanceable	FBrf0227521
robo1	FBgn0005631	fra	FBgn0011592	suppressible	FBrf0200520
sc	FBgn0004170	su(Hw)	FBgn0003567	suppressible	FBrf0160557
Traf4	FBgn0026319	bsk	FBgn0000229	enhanceable	FBrf0167884
N	FBgn0004647	E(spl)m7-HLH	FBgn0002633	enhanceable	FBrf0108430
tkv	FBgn0003716	pnr	FBgn0003117	suppressible	FBrf0253453
Gmd	FBgn0031661	N	FBgn0004647	suppressible	FBrf0216374
trc	FBgn0003744	cbc	FBgn0033842	suppressible	FBrf0256007
Ppt1	FBgn0030057	msn	FBgn0010909	enhanceable	FBrf0201672
ksr::tor	FBgn0019804	Akap200	FBgn0027932	enhanceable	FBrf0131317
Pp2B-14D	FBgn0011826	sra	FBgn0086370	suppressible	FBrf0194458
da	FBgn0267821	da::Drer\tcf3a	FBgn0022337	suppressible	FBrf0097887
rpr	FBgn0011706	Diap1	FBgn0260635	suppressible	FBrf0221515
rpr	FBgn0011706	Bruce	FBgn0266717	suppressible	FBrf0151242
Pi3K92E	FBgn0015279	Pten	FBgn0026379	enhanceable	FBrf0127089
nej	FBgn0261617	mir-276b	FBgn0262381	suppressible	FBrf0254930
wupA	FBgn0283471	Mhc	FBgn0264695	suppressible	FBrf0158994
caz	FBgn0285954	TER94	FBgn0286784	enhanceable	FBrf0225234
Antp	FBgn0260642	Gug	FBgn0010825	suppressible	FBrf0180288
Su(var)2-1	FBgn0004849	mod(mdg4)	FBgn0002781	suppressible	FBrf0127028
dpp	FBgn0000490	eIF4A	FBgn0001942	suppressible	FBrf0190738
Pc	FBgn0003042	sxc	FBgn0261403	enhanceable	FBrf0238882
H	FBgn0001169	nmo	FBgn0011817	enhanceable	FBrf0134745
Acn	FBgn0263198	mts	FBgn0004177	enhanceable	FBrf0252465
Gba1b	FBgn0051414	Rel	FBgn0014018	enhanceable	FBrf0258441
hid	FBgn0003997	LIMK1	FBgn0283712	suppressible	FBrf0255290
y	FBgn0004034	su(Hw)	FBgn0003567	suppressible	FBrf0104405
so	FBgn0003460	Six4	FBgn0027364	suppressible	FBrf0208666
ato	FBgn0010433	kis	FBgn0266557	enhanceable	FBrf0207360
aos	FBgn0004569	nmo	FBgn0011817	suppressible	FBrf0167499
Stat92E	FBgn0016917	Diap1	FBgn0260635	suppressible	FBrf0205996
y	FBgn0004034	su(Hw)	FBgn0003567	enhanceable	FBrf0093460
SNF4Aγ	FBgn0264357	Appl	FBgn0000108	enhanceable	FBrf0217742
piwi	FBgn0004872	sgg	FBgn0003371	suppressible	FBrf0245963
bam	FBgn0000158	how	FBgn0264491	suppressible	FBrf0210446
ato	FBgn0010433	da	FBgn0267821	enhanceable	FBrf0207360
shot	FBgn0013733	Efa6	FBgn0051158	enhanceable	FBrf0244169
mod(mdg4)	FBgn0002781	Su(mg)1-3	FBgn0023164	suppressible	FBrf0099893
Vang	FBgn0015838	stan	FBgn0024836	enhanceable	FBrf0158881
peb	FBgn0003053	kst	FBgn0004167	enhanceable	FBrf0180294
PXo	FBgn0035649	Strip	FBgn0035437	suppressible	FBrf0256600
Camta	FBgn0287478	Arr2	FBgn0000121	enhanceable	FBrf0192912
FIG4	FBgn0031611	Rab7	FBgn0015795	suppressible	FBrf0231074
Tao	FBgn0031030	yki	FBgn0034970	suppressible	FBrf0226064
Pink1	FBgn0029891	trc	FBgn0003744	suppressible	FBrf0220987
LamC	FBgn0010397	cnc	FBgn0262975	suppressible	FBrf0238857
mbt	FBgn0025743	Src42A	FBgn0264959	suppressible	FBrf0241774
aop	FBgn0000097	spen	FBgn0016977	enhanceable	FBrf0125429
hiw	FBgn0030600	Fmr1	FBgn0028734	suppressible	FBrf0243358
Sulf1	FBgn0040271	Hs6st	FBgn0038755	suppressible	FBrf0211640
Bx	FBgn0265598	osa	FBgn0261885	suppressible	FBrf0179340
Chi	FBgn0013764	Ssdp	FBgn0011481	enhanceable	FBrf0158882
w	FBgn0003996	Rm62	FBgn0003261	enhanceable	FBrf0076540
ctp	FBgn0011760	DCTN1-p150	FBgn0001108	enhanceable	FBrf0174932
ASPP	FBgn0034606	Src64B	FBgn0262733	suppressible	FBrf0202129
Sox14	FBgn0005612	Mical	FBgn0053208	suppressible	FBrf0209365
hop	FBgn0004864	Raf	FBgn0003079	suppressible	FBrf0147160
br	FBgn0283451	Rho1	FBgn0014020	enhanceable	FBrf0167639
if	FBgn0001250	msk	FBgn0026252	suppressible	FBrf0152039
sina	FBgn0003410	CE3-1	FBgn0063645	enhanceable	FBrf0149012
Dronc	FBgn0026404	Dark	FBgn0263864	suppressible	FBrf0132365
dsh	FBgn0000499	dlp	FBgn0041604	suppressible	FBrf0245720
E(spl)m4-BFM	FBgn0002629	H	FBgn0001169	suppressible	FBrf0111325
pyd	FBgn0262614	ena	FBgn0000578	enhanceable	FBrf0213894
y	FBgn0004034	su(Hw)	FBgn0003567	suppressible	FBrf0020044
smo	FBgn0003444	E(smoDN)1824	FBgn0083299	enhanceable	FBrf0188528
fu	FBgn0001079	Su(fu)	FBgn0005355	enhanceable	FBrf0065539
CycD|Cdk4	FBgn0010315|FBgn0016131	Hph	FBgn0264785	suppressible	FBrf0174538
Raf	FBgn0003079	Dis3	FBgn0039183	enhanceable	FBrf0232581
FASN1	FBgn0283427	Cds	FBgn0010350	suppressible	FBrf0252285
ZnT86D	FBgn0037875	Zip48C	FBgn0033665	enhanceable	FBrf0227521
mir-8	FBgn0262432	Ser	FBgn0004197	suppressible	FBrf0213063
sog	FBgn0003463	Med	FBgn0288966	suppressible	FBrf0219593
Arpc4	FBgn0284255	Cdc42	FBgn0010341	suppressible	FBrf0253823
Delta	FBgn0000463	S	FBgn0003310	suppressible	FBrf0057610
Sema1a	FBgn0011259	shi	FBgn0003392	enhanceable	FBrf0160808
Ras85D	FBgn0003205	alph	FBgn0086361	enhanceable	FBrf0190087
if	FBgn0001250	Tsp	FBgn0031850	enhanceable	FBrf0201519
cac	FBgn0263111	P32	FBgn0034259	enhanceable	FBrf0217628
Abl	FBgn0000017	Lar	FBgn0000464	suppressible	FBrf0152273
Pink1	FBgn0029891	Lon	FBgn0036892	enhanceable	FBrf0225184
hh	FBgn0004644	dpp	FBgn0000490	suppressible	FBrf0251061
aPKC	FBgn0261854	par-1	FBgn0260934	suppressible	FBrf0229884
sev	FBgn0003366	kay	FBgn0001297	suppressible	FBrf0136943
TBPH	FBgn0025790	CG30122	FBgn0050122	enhanceable	FBrf0236460
hpo	FBgn0261456	ena	FBgn0000578	suppressible	FBrf0221807
Zip71B	FBgn0036461	Zip102B	FBgn0039902	enhanceable	FBrf0227521
E(z)	FBgn0000629	aurA	FBgn0000147	enhanceable	FBrf0141551
ocm	FBgn0266083	msl-2	FBgn0005616	suppressible	FBrf0221248
Ret	FBgn0011829	stg	FBgn0003525	enhanceable	FBrf0190765
Hmgcr	FBgn0263782	Mdr49	FBgn0004512	suppressible	FBrf0207632
faf	FBgn0005632	pbl	FBgn0003041	enhanceable	FBrf0192865
LIMK1	FBgn0283712	tsr	FBgn0011726	suppressible	FBrf0190083
TBPH	FBgn0025790	rump	FBgn0267790	suppressible	FBrf0236460
upd3	FBgn0053542	dome	FBgn0043903	suppressible	FBrf0248800
wg	FBgn0284084	Nup154	FBgn0021761	suppressible	FBrf0203146
Delta	FBgn0000463	Psn	FBgn0284421	enhanceable	FBrf0111379
para	FBgn0285944	cac	FBgn0263111	suppressible	FBrf0230696
rho|ru	FBgn0004635|FBgn0003295	sens	FBgn0002573	enhanceable	FBrf0167533
pan	FBgn0085432	arm	FBgn0000117	suppressible	FBrf0132357
Hrb98DE	FBgn0001215	Parg	FBgn0023216	enhanceable	FBrf0217856
rpr	FBgn0011706	Diap1	FBgn0260635	suppressible	FBrf0085196
side-IV	FBgn0038156	beat-IIb	FBgn0038494	suppressible	FBrf0258900
Pc	FBgn0003042	trx	FBgn0003862	suppressible	FBrf0048952
YME1L	FBgn0034792	HtrA2	FBgn0038233	suppressible	FBrf0230561
hid	FBgn0003997	emb	FBgn0020497	enhanceable	FBrf0202746
PGRP-LF	FBgn0035977	hep	FBgn0010303	suppressible	FBrf0204914
sll	FBgn0038524	wg	FBgn0284084	suppressible	FBrf0160752
Blos1	FBgn0050077	Dysb	FBgn0036819	suppressible	FBrf0227264
Acn	FBgn0263198	PpD6	FBgn0005779	enhanceable	FBrf0252465
Xbp1	FBgn0021872	bsk	FBgn0000229	suppressible	FBrf0228364
Egfr	FBgn0003731	msn	FBgn0010909	enhanceable	FBrf0190765
yki	FBgn0034970	Ncoa6	FBgn0031698	suppressible	FBrf0226375
pbl	FBgn0003041	Rho1	FBgn0014020	suppressible	FBrf0111464
Egfr	FBgn0003731	E(Egfr)B56	FBgn0023224	enhanceable	FBrf0099460
Usp47	FBgn0016756	ttk	FBgn0003870	enhanceable	FBrf0204221
mbl	FBgn0265487	bru1	FBgn0000114	enhanceable	FBrf0210274
aop	FBgn0000097	Sos	FBgn0001965	enhanceable	FBrf0125429
gcm	FBgn0014179	l(2)gd1	FBgn0261983	suppressible	FBrf0220515
crb	FBgn0259685	galla-1	FBgn0034543	suppressible	FBrf0228544
esg	FBgn0287768	pros	FBgn0004595	suppressible	FBrf0235373
emc	FBgn0000575	RpS17	FBgn0005533	suppressible	FBrf0216641
hep	FBgn0010303	dsh	FBgn0000499	suppressible	FBrf0155993
Khc	FBgn0001308	Dhc64C	FBgn0261797	enhanceable	FBrf0112115
Poxm	FBgn0003129	Myc	FBgn0262656	suppressible	FBrf0138373
egr	FBgn0033483	Tab2	FBgn0086358	suppressible	FBrf0190722
mars	FBgn0033845	Tlk	FBgn0283657	enhanceable	FBrf0208159
su(Hw)|y	FBgn0003567|FBgn0004034	Pc	FBgn0003042	enhanceable	FBrf0135809
Pvr	FBgn0032006	Diap1	FBgn0260635	suppressible	FBrf0179220
Nrx-1	FBgn0038975	CASK	FBgn0013759	enhanceable	FBrf0215389
Abd-B	FBgn0000015	gpp	FBgn0264495	enhanceable	FBrf0183454
dpp	FBgn0000490	dally	FBgn0263930	suppressible	FBrf0099288
sicily	FBgn0030352	Sln	FBgn0033657	suppressible	FBrf0237138
Fs(2)Ket	FBgn0262743	Kap-α3	FBgn0027338	enhanceable	FBrf0217601
Src42A	FBgn0264959	Egfr	FBgn0003731	suppressible	FBrf0107534
Dysb	FBgn0036819	comt	FBgn0000346	suppressible	FBrf0228417
btl::Egfr	FBgn0022739	if	FBgn0001250	suppressible	FBrf0228202
hoip	FBgn0286786	Tm2	FBgn0004117	suppressible	FBrf0229781
Gαo	FBgn0001122	Gγ1	FBgn0004921	suppressible	FBrf0191444
Dscam1	FBgn0033159	fra	FBgn0011592	enhanceable	FBrf0234009
lz	FBgn0002576	Bgb	FBgn0013753	suppressible	FBrf0110190
fra	FBgn0011592	Src42A|Src64B	FBgn0264959|FBgn0262733	suppressible	FBrf0220366
kon	FBgn0032683	mtm	FBgn0025742	suppressible	FBrf0248077
CCT4	FBgn0032444	Rheb	FBgn0041191	enhanceable	FBrf0242663
Tace	FBgn0039734	bmm	FBgn0036449	suppressible	FBrf0246645
Mmp2	FBgn0033438	dlp	FBgn0041604	enhanceable	FBrf0226404
Atg1|Atg13	FBgn0260945|FBgn0261108	Gyf	FBgn0039936	suppressible	FBrf0229257
v	FBgn0003965	su(sable)	FBgn0003575	suppressible	FBrf0049919
Abl	FBgn0000017	wit	FBgn0024179	suppressible	FBrf0242076
Pink1	FBgn0029891	park	FBgn0041100	enhanceable	FBrf0206306
Vang	FBgn0015838	bdg	FBgn0034049	enhanceable	FBrf0202327
Pink1	FBgn0029891	Drp1	FBgn0026479	suppressible	FBrf0207317
gcm	FBgn0014179	Su(H)	FBgn0004837	suppressible	FBrf0220515
DCTN1-p150	FBgn0001108	Dhc64C	FBgn0261797	enhanceable	FBrf0084178
ro	FBgn0003267	ptc	FBgn0003892	enhanceable	FBrf0131272
ft	FBgn0001075	app	FBgn0260941	suppressible	FBrf0206015
ed	FBgn0000547	Nrg	FBgn0264975	enhanceable	FBrf0158885
fz	FBgn0001085	fz::fz2	FBgn0042640	suppressible	FBrf0179518
CycE	FBgn0010382	S(CycE<up>JP</up>)3.2	FBgn0082626	suppressible	FBrf0180291
α-Cat	FBgn0010215	α-Cat::shg	FBgn0266997	suppressible	FBrf0217336
Pi3K92E|btl::Egfr	FBgn0015279|FBgn0022739	grnd	FBgn0032682	suppressible	FBrf0244419
dlg1	FBgn0001624	Tl	FBgn0262473	suppressible	FBrf0224358
Akr1B|CG10638	FBgn0086254|FBgn0036290	Mondo	FBgn0032940	suppressible	FBrf0253831
comm	FBgn0010105	robo1::robo2	FBgn0261940	suppressible	FBrf0229066
Polr2A	FBgn0003277	Polr2B	FBgn0262955	suppressible	FBrf0103303
nanos	FBgn0002962	Hsp83	FBgn0001233	enhanceable	FBrf0202066
Ntan1	FBgn0034371	yki	FBgn0034970	suppressible	FBrf0239793
aos	FBgn0004569	cd	FBgn0263986	enhanceable	FBrf0214287
Psn	FBgn0284421	opa	FBgn0003002	enhanceable	FBrf0190744
Itpr	FBgn0010051	Ilp2	FBgn0036046	suppressible	FBrf0221428
Ras85D	FBgn0003205	EY3-4	FBgn0040327	enhanceable	FBrf0125429
Pi3K92E|btl::Egfr	FBgn0015279|FBgn0022739	Rheb	FBgn0041191	suppressible	FBrf0248000
sog	FBgn0003463	tkv	FBgn0003716	suppressible	FBrf0160375
shg	FBgn0003391	Myo61F	FBgn0010246	suppressible	FBrf0218056
Ret	FBgn0011829	l(3)S001405	FBgn0028242	enhanceable	FBrf0190765
Sos	FBgn0001965	sev	FBgn0003366	suppressible	FBrf0073598
Ih	FBgn0263397	Ekar	FBgn0039916	suppressible	FBrf0227998
sc	FBgn0004170	su(Hw)	FBgn0003567	suppressible	FBrf0108187
z	FBgn0004050	E(z)	FBgn0000629	suppressible	unattributed
sqd	FBgn0263396	Hrb27C	FBgn0004838	enhanceable	FBrf0174571
Alk	FBgn0040505	cnk	FBgn0286070	suppressible	FBrf0237050
pbl	FBgn0003041	Rac2	FBgn0014011	enhanceable	FBrf0199094
csw	FBgn0000382	mago	FBgn0002736	enhanceable	FBrf0212064
cac	FBgn0263111	Itpr	FBgn0010051	suppressible	FBrf0239815
TrpA1	FBgn0035934	Cam	FBgn0000253	suppressible	FBrf0220564
dome	FBgn0043903	Dronc	FBgn0026404	suppressible	FBrf0234404
fz	FBgn0001085	Wnt4	FBgn0010453	suppressible	FBrf0188380
Cul1	FBgn0015509	chico	FBgn0024248	suppressible	FBrf0258520
Fmr1	FBgn0028734	Cyfip	FBgn0038320	suppressible	FBrf0160918
rdgB	FBgn0003218	norpA	FBgn0262738	suppressible	FBrf0030443
wake	FBgn0266418	Hmgcr	FBgn0263782	suppressible	FBrf0253396
park	FBgn0041100	Uch|Trim9	FBgn0010288|FBgn0051721	suppressible	FBrf0249425
Gyc76C	FBgn0266136	LanB2	FBgn0267348	enhanceable	FBrf0222190
kon	FBgn0032683	Kul	FBgn0039688	suppressible	FBrf0248077
Dcp-1	FBgn0010501	Atg18a	FBgn0035850	suppressible	FBrf0243748
Polr2A	FBgn0003277	su(RpII215)S3	FBgn0017420	suppressible	FBrf0103303
TBPH	FBgn0025790	Rab11	FBgn0015790	suppressible	FBrf0233584
Pink1	FBgn0029891	park	FBgn0041100	suppressible	FBrf0226804
Hrb27C	FBgn0004838	otu	FBgn0003023	suppressible	FBrf0174571
nej	FBgn0261617	lncRNA:Hsrω	FBgn0001234	suppressible	FBrf0211742
foxo	FBgn0038197	Tctp	FBgn0037874	suppressible	FBrf0253108
ninaE	FBgn0002940	norpA	FBgn0262738	suppressible	FBrf0174855
Torsin	FBgn0025615	Dd	FBgn0029067	suppressible	FBrf0250916
gcm	FBgn0014179	AGO1	FBgn0262739	suppressible	FBrf0220515
SNF4Aγ	FBgn0264357	Appl	FBgn0000108	suppressible	FBrf0217742
mRpS23	FBgn0260407	Tfb4	FBgn0031309	suppressible	FBrf0258753
kis	FBgn0266557	Egfr	FBgn0003731	suppressible	FBrf0242428
Itpr	FBgn0010051	Ras85D	FBgn0003205	suppressible	FBrf0229994
ago	FBgn0041171	scny	FBgn0260936	suppressible	FBrf0246146
Egfr|scrib	FBgn0003731|FBgn0263289	psidin	FBgn0243511	suppressible	FBrf0246078
Rbf	FBgn0015799	Axn	FBgn0026597	enhanceable	FBrf0227016
Delta::N	FBgn0013820	Dcr-1	FBgn0039016	suppressible	FBrf0235708
sas	FBgn0002306	Ptp69D	FBgn0014007	enhanceable	FBrf0221841
Zip71B	FBgn0036461	foi	FBgn0024236	suppressible	FBrf0227521
Csk	FBgn0262081	Src64B	FBgn0262733	suppressible	FBrf0179404
rpr	FBgn0011706	klu	FBgn0013469	suppressible	FBrf0179423
egh	FBgn0001404	Pten	FBgn0026379	suppressible	FBrf0218176
hppy	FBgn0263395	S6k	FBgn0283472	enhanceable	FBrf0212911
Snoo	FBgn0085450	dpp	FBgn0000490	suppressible	FBrf0199308
shi	FBgn0003392	CDase	FBgn0039774	suppressible	FBrf0157218
ash1|trx	FBgn0005386|FBgn0003862	Scm	FBgn0003334	enhanceable	FBrf0129826
shi	FBgn0003392	awd	FBgn0000150	enhanceable	FBrf0152131
Sema1a	FBgn0011259	vari	FBgn0250785	enhanceable	FBrf0236763
clu	FBgn0034087	Drp1	FBgn0026479	suppressible	FBrf0253025
ninaE	FBgn0002940	sip3|sordd1	FBgn0039875|FBgn0030693	suppressible	FBrf0247257
Nep1	FBgn0029843	Appl	FBgn0000108	enhanceable	FBrf0237026
Pink1	FBgn0029891	clu	FBgn0034087	suppressible	FBrf0228603
tkv	FBgn0003716	Mad	FBgn0011648	suppressible	FBrf0102615
slif	FBgn0037203	hppy	FBgn0263395	enhanceable	FBrf0212911
put|I-2	FBgn0003169|FBgn0028429	tkv	FBgn0003716	suppressible	FBrf0158995
Src42A	FBgn0264959	Src64B	FBgn0262733	enhanceable	FBrf0220366
hbs	FBgn0287864	sns	FBgn0024189	suppressible	FBrf0139638
g	FBgn0001087	w	FBgn0003996	suppressible	FBrf0147069
Vps35	FBgn0034708	Lrrk	FBgn0038816	suppressible	FBrf0236506
dlg1	FBgn0001624	E(bx)	FBgn0000541	suppressible	FBrf0251571
baz	FBgn0000163	l(2)gl	FBgn0002121	suppressible	FBrf0211675
dpp	FBgn0000490	vg	FBgn0003975	enhanceable	FBrf0190145
Ppt1	FBgn0030057	sax	FBgn0003317	suppressible	FBrf0201672
Egfr::tor	FBgn0014847	Stat92E	FBgn0016917	suppressible	FBrf0212840
N	FBgn0004647	Kdm5	FBgn0031759	suppressible	FBrf0209055
Kr	FBgn0001325	piwi	FBgn0004872	enhanceable	FBrf0212873
Dark	FBgn0263864	Debcl	FBgn0029131	enhanceable	FBrf0206528
trn	FBgn0010452	caps	FBgn0023095	suppressible	FBrf0193895
sim|jing	FBgn0004666|FBgn0086655	tgo	FBgn0264075	enhanceable	FBrf0148962
Ptp10D|Ptp4E	FBgn0004370|FBgn0004368	Egfr	FBgn0003731	suppressible	FBrf0208606
egr	FBgn0033483	CYLD	FBgn0032210	suppressible	FBrf0200559
pbl	FBgn0003041	Pdk1	FBgn0020386	suppressible	FBrf0199094
btl	FBgn0285896	knrl	FBgn0001323	suppressible	FBrf0187390
pbl	FBgn0003041	Csp	FBgn0004179	enhanceable	FBrf0199094
crol	FBgn0020309	CycE	FBgn0010382	suppressible	FBrf0207008
ZnT86D	FBgn0037875	Zip89B	FBgn0038412	enhanceable	FBrf0227521
Tsc1	FBgn0026317	Rbf	FBgn0015799	enhanceable	FBrf0211700
polo|gwl	FBgn0003124|FBgn0260399	tws	FBgn0004889	enhanceable	FBrf0214749
Psi	FBgn0014870	stg	FBgn0003525	suppressible	FBrf0255561
Ras85D	FBgn0003205	dome	FBgn0043903	suppressible	FBrf0226906
Sema5c	FBgn0284221	Lar	FBgn0000464	suppressible	FBrf0241779
smo	FBgn0003444	Sumo	FBgn0264922	enhanceable	FBrf0234792
L	FBgn0288433	dally	FBgn0263930	enhanceable	FBrf0187660
Tom20	FBgn0036928	Pink1	FBgn0029891	suppressible	FBrf0229600
Egfr::tor	FBgn0014847	sty	FBgn0014388	suppressible	FBrf0107641
trbl	FBgn0028978	Wee1	FBgn0011737	enhanceable	FBrf0149024
Pi3K92E	FBgn0015279	hppy	FBgn0263395	enhanceable	FBrf0212911
dpp	FBgn0000490	sog	FBgn0003463	suppressible	FBrf0127408
slmb	FBgn0283468	Ctr1A	FBgn0062413	suppressible	FBrf0246444
norpA	FBgn0262738	ninaE	FBgn0002940	suppressible	FBrf0219077
eas	FBgn0000536	SREBP	FBgn0261283	suppressible	FBrf0212844
ninaE	FBgn0002940	wg	FBgn0284084	suppressible	FBrf0257128
CycE	FBgn0010382	S(CycE<up>JP</up>)2.10	FBgn0082635	suppressible	FBrf0180291
ND-42	FBgn0019957	Eato	FBgn0028539	suppressible	FBrf0252272
dlg1	FBgn0001624	Pvr	FBgn0032006	suppressible	FBrf0224358
hep	FBgn0010303	Ets21C	FBgn0005660	suppressible	FBrf0242573
pnt	FBgn0003118	btd	FBgn0000233	enhanceable	FBrf0233334
Wnt5	FBgn0010194	CadN	FBgn0015609	suppressible	FBrf0212620
in	FBgn0001259	fz	FBgn0001085	enhanceable	FBrf0147064
sqa	FBgn0259678	sqh	FBgn0003514	suppressible	FBrf0213047
rumi	FBgn0086253	N	FBgn0004647	suppressible	FBrf0214548
Fmr1	FBgn0028734	SmD3	FBgn0023167	suppressible	FBrf0208636
egr	FBgn0033483	bsk	FBgn0000229	suppressible	FBrf0190722
hep	FBgn0010303	wg	FBgn0284084	suppressible	FBrf0228026
Pten	FBgn0026379	InR	FBgn0283499	suppressible	FBrf0222076
trx	FBgn0003862	Pp1-87B	FBgn0004103	suppressible	FBrf0155742
Ras85D	FBgn0003205	egr	FBgn0033483	suppressible	FBrf0209242
Ctr1A	FBgn0062413	Ctr1B	FBgn0062412	suppressible	FBrf0209805
arm	FBgn0000117	dpp	FBgn0000490	suppressible	FBrf0128573
Rala	FBgn0015286	bsk	FBgn0000229	suppressible	FBrf0194568
Stat92E	FBgn0016917	BHD	FBgn0261111	suppressible	FBrf0194250
Pi3K92E	FBgn0015279	ncm	FBgn0086707	enhanceable	FBrf0190712
upd1	FBgn0004956	Elp6	FBgn0086371	suppressible	FBrf0190752
lz	FBgn0002576	sv	FBgn0005561	enhanceable	FBrf0138356
Atg9	FBgn0034110	chic	FBgn0000308	enhanceable	FBrf0245495
dom	FBgn0020306	Atg1	FBgn0260945	suppressible	FBrf0221645
SCCRO	FBgn0036510	SCCRO3	FBgn0033784	enhanceable	FBrf0231297
yki	FBgn0034970	14-3-3ζ	FBgn0004907	enhanceable	FBrf0209792
slo	FBgn0003429	dlg1	FBgn0001624	suppressible	FBrf0212405
Ctr1B	FBgn0062412	MtnB	FBgn0002869	suppressible	FBrf0194402
PDZ-GEF	FBgn0265778	cno	FBgn0259212	suppressible	FBrf0202988
ttk	FBgn0003870	lilli	FBgn0041111	suppressible	FBrf0134581
Rbf	FBgn0015799	Ets97D|srl	FBgn0004510|FBgn0037248	suppressible	FBrf0253483
Apc2|Ras85D|Apc	FBgn0026598|FBgn0003205|FBgn0015589	pan	FBgn0085432	suppressible	FBrf0221572
dsh	FBgn0000499	ck	FBgn0000317	suppressible	FBrf0135688
CycA	FBgn0000404	CycB	FBgn0000405	suppressible	FBrf0179186
inaC	FBgn0004784	mts	FBgn0004177	suppressible	FBrf0202809
grn	FBgn0001138	zfh1	FBgn0004606	suppressible	FBrf0190291
CtBP	FBgn0020496	dan	FBgn0039286	suppressible	FBrf0211770
ct	FBgn0004198	su(Hw)	FBgn0003567	suppressible	FBrf0090696
WASp	FBgn0024273	wit	FBgn0024179	suppressible	FBrf0211075
osa	FBgn0261885	htt	FBgn0027655	suppressible	FBrf0227101
eyg	FBgn0000625	Ras85D	FBgn0003205	suppressible	FBrf0104754
ct	FBgn0004198	aop	FBgn0000097	suppressible	FBrf0187644
bw	FBgn0000241	Acf	FBgn0027620	suppressible	FBrf0211786
hid	FBgn0003997	Uba1	FBgn0023143	suppressible	FBrf0201340
btl|stumps	FBgn0285896|FBgn0020299	ball	FBgn0027889	suppressible	FBrf0187664
upd1|egr	FBgn0004956|FBgn0033483	CtBP	FBgn0020496	enhanceable	FBrf0238208
sl	FBgn0003416	drk	FBgn0004638	suppressible	FBrf0216849
mars	FBgn0033845	tacc	FBgn0026620	suppressible	FBrf0205673
pbl	FBgn0003041	Cerk	FBgn0037315	suppressible	FBrf0199094
